# TestName Variant NumThreads   MinTime MedianTime MaxTime
#    
# Wed Jan 18 23:08:39 EST 2012
# Linux gneiss.cs.indiana.edu 2.6.32-220.2.1.el6.x86_64 #1 SMP Tue Dec 13 16:21:34 EST 2011 x86_64 x86_64 x86_64 GNU/Linux
# Determined machine to have 4 hardware threads.
# The Glorious Glasgow Haskell Compilation System, version 7.0.4
# 
# Running each test for 3 trial(s).
#  ... with compiler options: -O2 -rtsopts
#  ... with runtime options:  -A512K -s
# Benchmarks_File: benchlist.txt
# Benchmarks_Variant: desktop
# Benchmarks_Version: 1.1
# Git_Branch: master
# Git_Hash: fa4bbed0a7c7694f1eab4bec053b4bee554c72dc
# Git_Depth: 253
# Using the following settings from environment variables:
#  ENV BENCHLIST=
#  ENV THREADS=0 1 2 3 4
#  ENV TRIALS=3
#  ENV SHORTRUN=
#  ENV SCHEDS=Trace Direct Sparks
#  ENV KEEPGOING=1
#  ENV GHC=ghc-7.0.4
#  ENV GHC_FLAGS=-O2
#  ENV GHC_RTS= -A512K -s

# *** Config [1..?], testing with ./parfib_monad.exe monad 38
coins Direct 0 3.44 3.45 3.45
coins Direct 1 3.45 3.45 3.46
coins Direct 2 1.87 1.88 1.88
coins Direct 3 1.29 1.29 1.30
coins Direct 4 1.02 1.03 1.03
coins Sparks 0 3.29 3.30 3.32
coins Sparks 1 3.51 3.51 3.52
coins Sparks 2 1.89 1.89 1.90
coins Sparks 3 1.30 1.31 1.31
coins Sparks 4 1.04 1.04 1.11

# *** Config [86..?], testing with ./queens.exe 14
queens Trace 0 ERR ERR ERR
queens Trace 1 ERR ERR ERR
queens Trace 2 ERR ERR ERR
queens Trace 3 ERR ERR ERR
queens Trace 4 ERR ERR ERR
queens Direct 0 ERR ERR ERR
queens Direct 1 ERR ERR ERR
queens Direct 2 ERR ERR ERR
queens Direct 3 ERR ERR ERR
queens Direct 4 ERR ERR ERR
queens Sparks 0 ERR ERR ERR
queens Sparks 1 ERR ERR ERR
queens Sparks 2 ERR ERR ERR
queens Sparks 3 ERR ERR ERR
queens Sparks 4 ERR ERR ERR

# *** Config [101..?], testing with ./quicksort/parquicksort_monad.exe 1500000
quicksort/parquicksort_monad Trace 0 ERR ERR ERR
quicksort/parquicksort_monad Trace 1 ERR ERR ERR
quicksort/parquicksort_monad Trace 2 ERR ERR ERR
quicksort/parquicksort_monad Trace 3 ERR ERR ERR
quicksort/parquicksort_monad Trace 4 ERR ERR ERR
quicksort/parquicksort_monad Direct 0 ERR ERR ERR
quicksort/parquicksort_monad Direct 1 ERR ERR ERR
quicksort/parquicksort_monad Direct 2 ERR ERR ERR
quicksort/parquicksort_monad Direct 3 ERR ERR ERR
quicksort/parquicksort_monad Direct 4 ERR ERR ERR
quicksort/parquicksort_monad Sparks 0 ERR ERR ERR
quicksort/parquicksort_monad Sparks 1 ERR ERR ERR
quicksort/parquicksort_monad Sparks 2 ERR ERR ERR
quicksort/parquicksort_monad Sparks 3 ERR ERR ERR
quicksort/parquicksort_monad Sparks 4 ERR ERR ERR

# *** Config [116..?], testing with ./stream/disjoint_working_sets_pipeline.exe monad 4 256 10 10000
stream/disjoint_working_sets_pipeline Trace 0 1.54 1.56 1.57
stream/disjoint_working_sets_pipeline Trace 1 1.56 1.57 1.58
stream/disjoint_working_sets_pipeline Trace 2 1.93 1.98 2.04
stream/disjoint_working_sets_pipeline Trace 3 1.90 2.13 2.18
stream/disjoint_working_sets_pipeline Trace 4 2.15 2.20 2.48

# *** Config [121..?], testing with ./partree/partree.exe 600 20
partree/partree Trace 0 2.72 2.73 2.73
partree/partree Trace 1 2.83 2.84 2.85
partree/partree Trace 2 3.08 3.08 3.08
partree/partree Trace 3 3.14 3.14 3.15
partree/partree Trace 4 3.29 3.29 3.30
partree/partree Direct 0 2.84 2.85 2.85
partree/partree Direct 1 2.84 2.85 2.85
partree/partree Direct 2 3.06 3.07 3.07
partree/partree Direct 3 3.14 3.16 3.16
partree/partree Direct 4 3.28 3.30 3.30
partree/partree Sparks 0 2.78 2.79 2.80
partree/partree Sparks 1 2.85 2.86 2.87
partree/partree Sparks 2 3.12 3.12 3.13
partree/partree Sparks 3 3.19 3.19 3.19
partree/partree Sparks 4 3.34 3.34 3.34

# *** Config [136..?], testing with ./matmult/matmult.exe 768 0 64
matmult/matmult Trace 0 10.16 10.19 10.21
matmult/matmult Trace 1 9.93 9.94 9.99
matmult/matmult Trace 2 5.10 5.19 5.50
matmult/matmult Trace 3 3.09 3.53 3.62
matmult/matmult Trace 4 2.34 2.58 2.60
matmult/matmult Direct 0 ERR ERR ERR
matmult/matmult Direct 1 ERR ERR ERR
matmult/matmult Direct 2 ERR ERR ERR
matmult/matmult Direct 3 ERR ERR ERR
matmult/matmult Direct 4 ERR ERR ERR
matmult/matmult Sparks 0 10.12 10.26 10.27
matmult/matmult Sparks 1 10.98 10.98 11.00
matmult/matmult Sparks 2 10.52 10.77 11.10
matmult/matmult Sparks 3 8.91 9.65 9.74
matmult/matmult Sparks 4 9.13 9.26 9.50

# *** Config [151..?], testing with ./sumeuler/sumeuler.exe 38 8000 100
sumeuler/sumeuler Trace 0 3.38 3.38 3.38
sumeuler/sumeuler Trace 1 3.40 3.40 3.40
sumeuler/sumeuler Trace 2 1.77 1.77 1.77
sumeuler/sumeuler Trace 3 1.19 1.19 1.20
sumeuler/sumeuler Trace 4 0.93 0.93 0.93
sumeuler/sumeuler Direct 0 ERR ERR ERR
sumeuler/sumeuler Direct 1 ERR ERR ERR
sumeuler/sumeuler Direct 2 ERR ERR ERR
sumeuler/sumeuler Direct 3 ERR ERR ERR
sumeuler/sumeuler Direct 4 ERR ERR ERR
sumeuler/sumeuler Sparks 0 3.48 3.48 3.49
sumeuler/sumeuler Sparks 1 3.56 3.57 3.57
sumeuler/sumeuler Sparks 2 2.36 2.37 2.37
sumeuler/sumeuler Sparks 3 1.49 1.49 1.49
sumeuler/sumeuler Sparks 4 1.14 1.15 1.24
